COMP_ID,CPNAME,CPADDRESS1,CPADDRESS2,CPCITY,CPSTATE,CPZIP,CPPHONE,CPFAX,CPNOTES,TRACK_NO,IBM_NO,TAX_ID_TYP,TAX_ID,CPGROUP,SOB,DISABILITY,GLIABILITY,WORKCOMP,HIC,CONTRACTOR,CTL_NO,DM,CN,CC,FH,SR,SPECINSP,SI_NO,MOD_BY,MOD_WHEN
9466,CORAM DEO CHURCH,409 WEST 45TH STREET,UNIT 6,NEW YORK,NY,10036,6463427474,,,,,C,,01,,,,,,,,,,,,,,,59,2018-02-12 10:39:08
9467,MAIDEN & NASSAU LLC,33 MAIDEN LANE,,NEW YORK,NY,10038,2127208372,,,,,C,,01,,,,,,,,,,,,,,,98,2018-02-12 11:04:51.999000
9468,"SYNERGY ENGINEERING, PLLC",122 WEST 27TH STREET,10TH FLOOR,NEW YORK,NY,10001,2126291925,,,,,C,,01,,,,,,,,,,,,,True,000784,98,2018-02-12 11:09:57.999000
9469,TTN REALTY HOLDING CORPORATION,"134 WEST 29TH STREET, 3RD FLOOR",FRONT,NEW YORK,NY,10165,,,,,,C,,01,,,,,,,,,,,,,,,158,2019-11-21 11:50:36.998000
9470,LONGEVITY BRANDS,"250 WEST 39TH STREET, 4TH FLOOR",,NEW YORK,NY,10018,,,,,,C,,01,,,,,,,,,,,,,,,19,2018-02-12 12:07:46
9472,NATIONAL GRID,300 ERIE BLVD WEST C2,,SYRACUSE,NY,13202,3154286268,3154777632,,,,C,,01,,,,,,,,,,,,,,,3,2018-02-13 13:18:02.999000
9473,METROPOLITAN TRANSPORTATION AUTHORITY,2 BROADWAY,SUITE A4.24,NEW YORK,NY,10004,2128787205,,,,,C,,01,,,,,,,,,,,,,,,129,2018-03-14 14:29:50
9474,CITIZEN360 CONDOMINIUM,360 EAST 89TH STREET,,NEW YORK,NY,10128,2123177800,,,,,C,,01,,,,,,,,,,,,,,,92,2018-02-14 10:52:28
9475,"ANBAU ENTERPRISES, INC.",11 EAST 26TH STREET,,NEW YORK,NY,10010,2127411325,,,,,C,,01,,,,,,,,,,,,,,,92,2018-02-14 10:58:55.999000
9476,LEE F. MINDEL ARCHITECT DPC,"56 WEST 22ND STREET, FL 12",,NEW YORK,NY,10010,2122066406,,,,,C,,01,,,,,,,,,,,,,,,92,2018-02-14 11:06:27
9477,EVISTA GROUP CONSTRUCTION INC.,43-59 11TH STREET,,LONG ISLAND CITY,NY,11101,7184331180,,,610232,,C,202742581,01,,,,,,True,,,,,,,,,31,2019-01-11 17:04:47.999000
9478,"ACME INDUSTRIAL, INC.",326 FRONT STREET,,STATEN ISLAND,NY,10304,7187205522,,,612758,,C,383678562,01,,,,,,,,,,,,,,,59,2018-02-14 11:46:30
9479,JR FRANK DESIGN LLC,30 GALESI DRIVE SUITE 302,,WAYNE,NJ,07470,9737851397,,,,,C,,01,,,,,,,,,,,,,,,98,2018-02-23 10:51:01.998000
9480,S & R CONCRETE INC,75 IDAHO AVENUE,,STATEN ISLAND,NY,10309,7189484809,,,,,C,,01,,,,,,,,,,,,,,,31,2018-02-14 16:03:12.999000
9481,RED HOOK CONSTRUCTION COR,83 E MAIN STREET,,BAYSHORE,NY,11706,6318414501,,,,,C,,01,,,,,,,,,,,,,,,59,2018-02-14 16:14:49.999000
9482,BROOKLYN EQUITIES 11,300 CADMAN PLAZA WEST,12TH FLOOR,BROOKLYN,NY,11201,3476897543,8664556356,,,,C,,01,,,,,,,,,,,,,,,20,2018-02-14 16:26:35.999000
9483,VORNADO REALTY TRUST,"250 WEST 34TH STREET, 22ND FLOOR",,NEW YORK,NY,10119,2122397405,,,,,C,,01,,,,,,,,,,,,,,,120,2018-08-23 16:16:49.999000
9484,SYMANTEC,350 ELLIS STREET,"BLDG A, FLOOR 3",MOUNTAIN VIEW,CA,94043,6505275007,,,,,C,,01,,,,,,,,,,,,,,,98,2018-02-15 11:39:48
9485,CREATIVE TEAM INTERIORS INC.,"366 5TH AVENUE, SUITE 816",,NEW YORK,NY,10001,2129677979,2129677677,,617613,,C,814068374,01,,,,,,,,,,,,,,,20,2018-02-15 15:09:07
9486,EISCO-NJ,"43 NEW BRUNSWICK AVENUE, UNIT #3",,HOPELAWN,NJ,08861,7324425152,7324423331,,,,C,,01,,,,,,,,,,,,,,,19,2018-02-15 16:19:14.999000
9487,CTA ARCHITECTS P.C.,"151 WEST 26TH STREET, 8TH FLOOR",,NEW YORK,NY,10001,2122437404,2122437480,,,,C,,01,,,,,,,,,,,,,,,2,2018-02-16 10:30:39.999000
9488,275 WEBSTER TENANTS INC,333 7TH AVENUE,5TH FLOOR,NEW YORK,NY,10001,,,,,,C,,01,,,,,,,,,,,,,,,158,2018-02-16 10:47:13.999000
9489,PREMIERONE RESTORATION INC,151-08 6TH ROAD,,WHITESTONE,NY,11357,7183573105,,,038358,,C,202003050,01,,2019-02-14,2018-11-13,2018-08-11,,True,,False,False,False,False,False,,,54,2018-02-21 16:01:38
9490,QUEENS BLVD HOLDINGS,"62 WEST 47TH STREET, SUITE 603",,NEW YORK,NY,10036,2123918076,2128690983,,,,C,,01,,,,,,,,,,,,,,,2,2018-02-17 12:47:48
9491,GRASSO MENZIUSO ARCHITECTS,"350 SEVENTH AVENUE, SUITE 405",,NEW YORK,NY,10001,2127790257,,,,,C,,01,,,,,,,,,,,,,,,19,2018-02-20 11:09:49.999000
9492,TIR NA NOG,315 WEST 39TH STREET,,NEW YORK,NY,10018,,,,,,C,,01,,,,,,,,,,,,,,,158,2018-02-20 11:34:39.999000
9493,ARCHITECTURAL CLINIC,811 ELMONT ROAD,,ELMONT,NY,11003,7189492244,,,,,C,,01,,,,,,,,,,,,,,,54,2018-02-20 12:19:55.999000
9494,HAMPTON MANAGEMENT CO. LLC,135 EAST 57TH STREET,22ND FLOOR,NEW YORK,NY,10022,,,,,,C,,01,,,,,,,,,,,,,,,158,2018-02-20 12:59:35.999000
9495,N/A,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,156,2018-02-20 13:00:27.999000
9496,CONGREATION K'HAL ADATH JESHURUN,700 WEST 186TH STREET,,NEW YORK,NY,10033,2125686250,,,,,C,,01,,,,,,,,,,,,,,,54,2018-02-20 14:24:40.999000
9497,MARYMOUNT MANHATTAN COLLEGE,221 EAST 71ST STREET,,NEW YORK,NY,,,,,,,C,,01,,,,,,,,,,,,,,,19,2018-02-20 15:24:16.999000
9498,COURTYARD BY MARRIOTT NEW YORK,410 EAST 92ND STREET,,NEW YORK,NY,10128,2124106777,,,,,C,,01,,,,,,,,,,,,,,,119,2018-04-02 17:28:13
9499,"HANAH SERVICES, LLC",247 WEST 37TH STREET,,NEW YORK,NY,10018,2127680026,,,618645,51459,C,474976507,01,,,,,,True,,,,,,,,,172,2019-08-09 12:47:22.999000
9500,"W.D. ROSS. R.A, P.C.",285 LOGAN STREET,1FL,BROOKLYN,NY,11208,6462353976,,,,,C,,01,,,,,,,,,,,,,True,003758,145,2018-02-22 13:23:51.999000
9501,W. ALLEN ENGINEERING PLLC,2934 HERING AVE,,BRONX,NY,10469,9172958275,7186521031,,,,C,,01,,,,,,,,,,,,,True,000664,145,2018-02-22 13:40:37.998000
9502,"CHOICE TRADITIONS, INC.",2659 CENTER ROAD,,HINCKLEY,OH,44233,3302207978,8663792986,http://www.choicetraditions.com/ ,,,C,,01,,,,,,,,,,,,,,,120,2018-02-22 14:33:39
9503,RIVERDALE CHILDCARE EXPERIENCE LLC DBA T,,3210 RIVERDALE AVE,BRONX,NY,10463,,,,,,C,,01,,,,,,,,,,,,,,,64,2018-02-22 16:12:57.999000
9504,450 WEST 31ST STREET OWNERS CORP,450 WEST 31 STREET,,NEW  YORK,NY,10001,2124815080,,,,,C,,01,,,,,,,,,,,,,,,98,2018-02-23 10:43:12
9505,DAVID MALLETT SALON,"3L EXPERT - FINCOM, 2, BD SAINT MARTIN",,"PARIS, FRANCE",,75010,0144598787,,,,,C,,01,,,,,,,,,,,,,,,129,2018-02-23 14:07:43.999000
9506,THE MUNICIPAL ART SOCIETY OF NEW YORK,"488 MADISON AVENUE, SUITE 1900",,NEW YORK,NY,10022,2129353960,,,,,C,,01,,,,,,,,,,,,,,,19,2018-02-26 10:57:23
9507,IGNITION ONE,"470 PARK AVENUE SOUTH, 6TH FLOOR",,NEW YORK,NY,10016,6463605888,,,,,C,,01,,,,,,,,,,,,,,,19,2018-02-26 11:15:02.999000
9508,MARKETPLACE OF BUSHWICK,1781 BROADWAY,,BROOKLYN,NY,11207,7184333339,,,,,C,,01,,,,,,,,,,,,,,,120,2018-02-26 11:38:56
9509,MAIN ARCHITECTURE,"1332 NORTH HALSTED STREET, SUITE 301",,CHICAGO,IL,60642,3126499508,,,,,C,,01,,,,,,,,,,,,,,,119,2019-03-27 17:38:05
9510,3210 RIVERDALE HOLDINGS LLC,3210 RIVERDALE AVE,,BRONX,NY,10463,3477137113,,,,,C,,01,,,,,,,,,,,,,,,129,2018-02-26 15:23:24.999000
9511,HARLEM ACADEMY,655 ST. NICHOLAS AVENUE,,NEW YORK,NY,10030,2123482600,,,,,C,562454573,01,,,,,,,,,,,,,,,120,2020-08-28 12:13:20
9512,BAJRAKTARI REALTY MANAGEMENT CORP.,617 EAST 188TH STREET,,BRONX,NY,10458,,,,,,C,,01,,,,,,,,,,,,,,,64,2018-02-26 17:02:23.999000
9513,MICHAEL LEWIS ARCHITECTS PC,"145 PALISADE STREET, SUITE 307",,DOBBS FERRY,NY,10522,,,,,,C,,01,,,,,,,,,,,,,,,64,2018-02-26 17:10:13.999000
9514,PRESERVATION SAFETY,14 CURTIS PATH,,EAST NORTHPORT,NY,11731,9178828540,,,,,C,,01,,,,,,,,,,,,,,,126,2018-02-27 09:47:07.999000
9515,CRUNCH,"22 WEST 19TH STREET, 3RD FLOOR",,NEW YORK,NY,10011,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-02-27 10:00:03
9516,"STARRETT CITY, INC.",155 ELMIRA LOOP,,BROOKLYN,NY,11239,7182404697,,,,,C,,01,,,,,,,,,,,,,,,41,2018-02-27 13:56:35.999000
9517,HILTON GARDEN INN TIMES SQUARE CENTRAL,136 WEST 42ND STREET,,NEW YORK,NY,10036,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-02-27 17:24:16.999000
9518,RF STUART REAL ESTATE,192 LEXINGTON AVENUE,SUITE 504,NEW YORK,NY,10016,2124815080,,,,,C,,01,,,,,,,,,,,,,,,56,2018-02-28 15:18:10.999000
9519,SUULIN ARCHITECTS,"478 HURON STREET, #101",,TORONTO,ON,M5R2R,4167928866,,,,,C,,01,,,,,,,,,,,,,,,2,2018-02-28 15:21:15.999000
9520,COMBINED RESOURCES,"155 FIRST STREET, SUITE 102",,MINEOLA,NY,11501,5166442828,5166442820,,,,C,,01,,,,,,,,,,,,,,,20,2019-10-16 13:30:31.999000
9521,ORACLE CONSTRUCTION & DEVELOPMENT CORP,2303 EAST 65TH STREET,,BROOKLYN,NY,11234,3472031146,,,616353,,C,475005409,01,,,,,,True,,,,,,,,,31,2018-03-14 17:01:51
9522,GUILLERMO M GOMEZ ARCHITECT,28 WEST 27TH STREET. 2ND FL.,,NEW YORK,NY,10001,6464896653,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-01 15:13:19
9523,V.J. HOME IMPROVEMENT.CORP,102 WHITE ROAD,,SCARSDALE,NY,10583,,,,033598,,C,201085140,01,,,,,,True,,,,,,,,,119,2018-07-10 10:42:02.999000
9524,NETWORK ENGINEERING & OPERATIONS,"100 S. CHARLES ST., SUITE 200",,BALTIMORE,MD,12101,4435249317,,,,,C,,01,,,,,,,,,,,,,,,119,2018-03-02 11:23:06
9525,PORTFOLIO SCHOOL,140 FRANKLIN STREET,,NEW YORK,NY,,,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-02 12:19:09
9526,RACANELLI CONSTRUCTION CO,1895 WALT WHITMAN RD,,MELVILLE,NY,11747,6314541010,,,,,C,,01,,,,,,,,,,,,,,,145,2018-03-02 13:14:33.999000
9527,"URBAN ENGINEERS OF NEW YORK, D.P.C.","1 PENN PLAZA, SUITE 4125",,NEW YORK,NY,10121,2127369100,,,,,C,,01,,,,,,,,,,,,,True,000470,129,2021-10-19 11:43:23
9528,HAWKINS WEBB JAEGER,,,,,,6317327777,6317327760,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-02 15:52:34.999000
9529,RYAN SPECIAL ENGINEERING INSPECTIONS,299 BROADWAY SUITE 1403,,NEW YORK,NY,10007,2129910689,,,,,C,,01,,,,,,,,,,,,,True,002018,129,2018-03-05 09:02:51.999000
9530,THE DETOX MARKET,"6910 HAYVENHURST AVENUE, UNIT 100",,VAN NUYS,CA,91406,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-03-05 11:51:43.999000
9531,URBAN STANDARD DEVELOPMENT,"27 WEST 20TH STREET, STE. 700",,NEW YORK,NY,10011,,,,,,C,,01,,,,,,,,,,,,,,,64,2018-03-05 11:56:29
9532,COUNCIL FOR NORTHEASTERN US,92-68 QUEENS BOULEVARD,,REGO PARK,NY,11374,2035456665,,,,,C,,01,,,,,,,,,,,,,,,92,2018-03-05 15:37:20.999000
9533,TRITON BUILDERS INC,645 BROADWAY SUITE T AMITYVILLE,,,,,6318412534,,,609026,,C,263430359,01,,,,,,,,,,,,,,,129,2018-03-05 17:09:09
9534,195 HUDSON STREET CONDOMINIUM,195 HUDSON ST,,NEW YORK,NY,10013,2125295688,,,,,C,,01,,,,,,,,,,,,,,,119,2018-03-05 17:44:20.999000
9535,5H & CO INC,167 MADISON AVENUE SUITE# 302,,NEW YORK,NY,10016,2122719310,2122719311,,,,C,,01,,,,,,,,,,,,,,,92,2018-03-06 16:53:32.999000
9536,"RINNOVO CONSTRUCTION, LLC","499 7TH AVENUE, SUITE 4N",,NEW YORK,NY,10018,9143163851,,,617362,,C,813474071,01,,2019-02-19,2019-02-17,2019-02-17,,True,,,,,,,,,33,2018-09-10 15:39:23
9537,RESONANCE ADVISORS,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-03-07 13:18:27
9539,"WEST 31ST STREET, INC.",THREE WORLD FINANCIAL CENTER,,NEW YORK,NY,10281,2124177077,2124177190,,,,C,,01,,,,,,,,,,,,,,,31,2018-03-07 15:55:39.999000
9540,N/A,78-54 223RD STREET,,FLUSHING,NY,11364,9172023702,,,,,C,,01,,,,,,,,,,,,,,,161,2019-02-13 11:55:17
9541,MC FLEMING GROUP INC,214-30 27TH AVENUE,,BAYSIDE,NY,11360,7182240377,,,606295,,C,273440585,01,,,,,,,,,,,,,,,163,2018-03-08 12:46:42
9542,THOR JAMES HOTEL INVESTOR LLC,25 WEST 39TH STREET,2ND FLOOR,NEW YORK,NY,10018,2124323055,,,,,C,,01,,,,,,,,,,,,,,,92,2018-04-12 17:37:19
9543,MATASSA CONSTRUCTION INC,130 COMMERICAL STREET,,PLAINVIEW,NY,11803,5164857343,5164831415,,1535,,C,112557029,01,,,,,,,,,,,,,,,31,2018-08-27 17:13:52
9544,MUTUAL SECURITY SERVICES,10 WEST 46TH STREET,,NEW YORK,NY,10036,2127680808,,,,,C,,01,,,,,,,,,,,,,,,129,2018-03-09 10:24:11.999000
9545,DAVADA PROPERTY GROUP,109 S 5TH STREET,SUITE 1106,BROOKLYN,NY,11249,9145120947,,,,,C,,01,,,,,,,,,,,,,,,41,2018-03-09 10:59:03.999000
9546,AR GLOBAL,106 YORK ROAD,,JENKINTOWN,PA,19046,2153765980,,,,,C,,01,,,,,,,,,,,,,,,64,2018-03-09 11:05:15.999000
9547,DELTA DEVELOPMENT CORP,"200 EAST 60TH STREET, 3RD FLOOR",,NEW YORK,NY,10022,,,,,,C,,01,,,,,,,,,,,,,,,120,2018-10-17 11:50:33
9548,"RECYCLED ART CONSTRUCTION, INC",,,,,,,,,,,C,,01,,,,,,,,,,,,,,,156,2018-03-12 12:38:33
9549,ASPEN EQUITIES,"392 DEAN STREET, SUITE #2",,BROOKLYN,NY,11217,2122229906,,,,,C,,01,,,,,,,,,,,,,,,3,2018-03-12 16:18:36
9550,KISSENA GARDENS CONDOMINIUM,42-08 BELL BOULEVARD,,BAYSIDE,NY,11361,7182298887,7182252020,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-12 17:04:51.999000
9551,PREFERRED SPRINKLER AND MECHANICAL,155 WEST 231ST STREET,,BRONX,NY,10463,7187960307,7186014716,,,,C,133835915,01,,,,,,,,,,,,,,,59,2018-03-13 10:31:41
9552,RONIT REALTY LLC,816 AVENUE I,,BROOKLYN,NY,11230,3479228123,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-13 11:52:24
9553,ALYSSA KAPITO INTERIORS,"265 CANAL STREET, SUITE 307",,NEW YORK,NY,10013,9788864349,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-13 16:15:39.999000
9554,380 WEST BROADWAY COMPANY,380 WEST BROADWAY,,NEW YORK,NY,10012,,,,,,C,,01,,,,,,,,,,,,,,,92,2018-03-13 17:13:45
9555,GOOP,212 26TH STREET,SUITE 206,SANTA BARBARA,CA,90402,3238774115,,,,,C,,01,,,,,,,,,,,,,,,19,2018-05-29 12:58:53.999000
9556,METLCS,180 WEST 165TH STREET,,BRONX,NY,10452,,,,,,C,,01,,,,,,,,,,,,,,,59,2018-03-14 12:35:38.999000
9557,"PRUDIGM ENGINEERING, LLC","32 BROADWAY, PH",,NEW YORK,NY,10004,2126580170,,,,,C,,01,,,,,,,,,,,,,True,004304,163,2018-03-15 10:37:07
9558,"DRJ ENGINEERING CONSULTATNTS, LLC",30 HAYMARKET COURT,,CRANBURY,NJ,08512,7326904183,,,,,C,,01,,,,,,,,,,,,,,,163,2018-03-14 13:56:34.999000
9559,"1440 BROADWAY(NY) OWNER, LLC",1440 BROADWAY,,NEW YORK,NY,10018,2128400257,,,,,C,,01,,,,,,,,,,,,,,,92,2018-03-27 13:10:05.998000
9560,MARQUE ENGINEER,2055 READING ROAD,SUITE 280,CINCINNATI,OH,45202,5139010040,,,,,C,,01,,,,,,,,,,,,,,,59,2018-03-14 14:28:04
9561,GERMAN HIGHER EDUCATION BRIDGE INC.,"12 EAST 41ST STREET, 15TH FLOOR",,NEW YORK,NY,10017,6466494151,,,,,C,,01,,,,,,,,,,,,,,,2,2018-03-15 10:29:14
9562,PRESERVATION WORKS,937A GREENE AVENUE,,BROOKLYN,NY,11221,7184840348,,,616025,,C,812657701,01,,,,,2067112,,,,,,,,,,119,2018-03-15 12:07:02
9563,PARK SQUARE ELECTRIC,209 HILLSIDE AVENUE,,WILLISTON PARK,NY,11596,5167472410,5167472412,,,,C,,01,,,,,,,,,,,,,,,59,2018-03-15 15:55:46.999000
9564,"184 STERLING RESIDENCES, LLC",256 WEST 116TH STREET,2ND FLOOR,NEW YORK,NY,10026,6468477334,,,,,C,,01,,,,,,,,,,,,,,,59,2018-03-15 16:13:06.999000
9565,RIVER LOFTS CONDOMINIUM C/O ANDREWS BUIL,"666 BROADWAY, 12TH FLOOR",,NEW YORK,NY,10012,2122267294,,,,,C,,01,,,,,,,,,,,,,,,120,2018-03-16 10:26:41.999000
9566,DAVID SILBERMAN,64-14 137TH STREET,,FLUSHING,NY,11367,,,,,,C,,01,,,,,,,,,,,,,True,003447,92,2018-03-19 16:27:36
9567,LEONID KRUPNIK,139 FULTON STREET,,BROOKLYN,NY,11238,2123939679,,,,,C,,01,,,,,,,,,,,,,,,59,2018-03-16 10:55:41
9568,MASTRO CONCRETE,154-33 BROOKVILLE BOULEVARD,,ROSEDALE,NY,11422,7185287014,,,,,C,,01,,,,,,,,,,,,,,,59,2018-03-16 10:58:28.999000
9569,"BURNHAM NATIONWIDE, INC",86 CHAMBERS STREET,SUITE 203,NEW YORK,NY,10007,,,,,,C,,01,,,,,,,,,,,,,,,126,2018-03-16 11:08:13.999000
9570,GEORGETOWN CENTER BROOKLYN LLC,35-11 35TH AVENUE,,LONG ISLAND CITY,NY,11106,9179522372,,,,,C,,01,,,,,,,,,,,,,,,120,2018-03-22 16:10:57.999000
9571,GOTHAM,"432 PARK AVENUE SOUTH, 2ND FLOOR",,NEW YORK,NY,10016,2125990520,,"www.GothamOrg.com 
www.LivingGotham.com

",,,C,,01,,,,,,,,,,,,,,,120,2018-03-19 09:52:33.999000
9572,241 CENTRAL PARK WEST LLC (C/O RUDIN MAN,241 CENTRAL PARK WEST,,NEW YORK,NY,10024,2124072505,,,,,C,,01,,,,,,,,,,,,,,,98,2018-03-19 13:43:34
9573,"FAIRFAX & SAMMONS ARCHITECTS, PC",67 GANSEVOORT STREET,,NEW YORK,NY,10014,2122550704,,,,,C,,01,,,,,,,,,,,,,,,98,2018-03-19 13:45:41
9574,COBBLE HILL CAFE,314 COURT STREET,,BROOKLYN,NY,11231,7188521162,,,,,C,,01,,,,,,,,,,,,,,,64,2018-03-19 13:53:43
9575,DOME ARCHITECTURE & DESIGN GROUP,139 FULTON STREET,,NEW YORK,NY,10038,6463300451,,,,,C,,01,,,,,,,,,,,,,,,92,2018-03-19 16:09:59.999000
9576,GRAN TIVOLI LLC,406 BROOME STREET,,NEW YORK,NY,10013,6464622999,,,,,C,,01,,,,,,,,,,,,,,,46,2018-09-25 12:05:42.998000
9577,VERIZON,"7 GRANT STREET, 2ND FLOOR",,TUCKAHOE,NY,10707,9149611073,,DOB NOW EMAIL- miguel.figueiredo@verizon.com,,,C,,01,,,,,,,,,,,,,,,20,2022-08-15 09:38:18
9578,PERKINGS & WILL,ONE PARK AVE,,NEW YORK,NY,10016,2122517000,,,,,C,,01,,,,,,,,,,,,,,,129,2018-03-20 10:42:21
9579,COMMON,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-03-20 13:27:11.999000
9580,"ENGINEERING PROFESSIONAL SERVICES, PC",1839 OCEAN PARKWAY,,BROOKLYN,NY,11223,7183399116,7189986362,,,,C,,01,,,,,,,,,,,,,,,186,2019-06-20 12:39:54
9581,S.A.C. & S.A.C. LLC,19-10 HAZEN STREET,,EAST ELMHURST,NY,11370,7187216570,,,,,C,,01,,,,,,,,,,,,,,,56,2018-04-27 15:43:18.999000
9582,AMTRAK ENGINEERING,"2955 MARKET STREET, 4S-057",,PHILADELPHIA,PA,19104,2153491956,,,,,C,,01,,,,,,,,,,,,,,,120,2018-03-23 10:28:45.999000
9583,YESHIVA KEHILATH YAKOV,638 BEDFORD AVENUE,,BROOKLYN,NY,11249,7189631212,,,,,C,,01,,,,,,,,,,,,,,,54,2018-03-22 15:54:59
9584,YESHIVA KEHILATH YAKOV IN,638 BEDFORD AVENUE,,BROOKLYN,NY,11211,7189631212,,,023501,,C,,01,,2019-01-01,2018-07-01,2019-01-01,,True,,False,False,False,False,False,,,54,2018-03-21 11:34:39.999000
9585,118 FORSYTH COOPERATIVE INC,118 FORSYTH ST,,NEW YORK,NY,10002,2122191724,,,,,C,,01,,,,,,,,,,,,,,,163,2018-03-21 11:35:55.999000
9586,ZYSCOVICH ARCHITECTS,"270 LAFAYETTE STREET, SUITE 700",,NEW YORK,NY,10012,2123430044,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-21 11:38:57
9587,MARIO CIUFFARIN AIA,"433 WEST 34TH STREET, 3N",,NEW YORK,NY,10001,9172504796,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-21 12:44:03.999000
9588,NORTHBRIDGE CONTRACTING,"1430 BROADWAY, SUITE 1802",,NEW YORK,NY,10018,5514862806,,,617959,,C,822022863,01,,2018-07-31,2018-09-11,2018-08-01,,True,,,,,,,,,33,2018-03-21 13:12:46
9589,"DUBIN & CO., LP","767 5TH AVENUE, 45TH FLOOR",,NEW YORK,NY,10153,6467572769,,,,,C,,01,,,,,,,,,,,,,,,19,2018-04-13 10:24:48.999000
9590,NORDEST SERVICES LLC,60-31 60TH PLACE,,MASPETH,NY,11378,7185930181,,,616089,,C,812252369,01,,2021-09-01,2020-10-30,2021-01-01,,True,,,,,,,,,200,2020-09-11 09:48:11
9591,ASPRO PLUMBING INC.,127-08 MERRICK BOULEVARD,,SPRINGFIELD GARDENS,NY,11434,7183773653,,,,,C,113351280,01,,,,,,,,,,,,,,,119,2018-04-26 16:38:40.999000
9592,EVERYDAY DEAL LLC,5 WEST 87TH STREET,,NEW YORK,NY,10024,9178862761,,,,,C,,01,,,,,,,,,,,,,,,98,2018-03-22 12:08:36
9593,MS LAM MONTESSORI LLC,133 N 8TH STREET,,BROOKLYN,NY,11249,6466602807,,,,,C,,01,,,,,,,,,,,,,,,98,2018-03-22 12:12:07.999000
9594,TISHMAN INTERIORS,151 EAST 97TH STREET,,NEW YORK,NY,10029,,,,,,C,,01,,,,,,,,,,,,,,,158,2018-03-22 16:47:18.999000
9595,SBP - PROJECT UPLIFT,2-13 BEACH 88TH STREET,,ROCKWAY BEACH,NY,11693,3478863488,,,,,C,,01,,,,,,,,,,,,,,,54,2018-03-23 11:37:00.999000
9596,AMERICAN JERSEY CONSTRUCTION,18 RALPH DRIVE,,FAIRFIELD,NJ,07004,9738084166,,,,,C,,01,,,,,,,,,,,,,,,31,2018-03-23 12:21:06
9597,ALEXIA ADMOR,C/O NEW WORLD PLANNING & DESIGN,1385 BROADWAY,NEW YORK,NY,,,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-23 16:51:25.999000
9598,PETER AND SHANNON KARCHES,117 EAST 72ND STREET,APT 3W,NEW YORK,NY,10021,,,,,,C,,01,,,,,,,,,,,,,,,158,2019-01-30 11:19:57.999000
9599,JMC BUILDERS CORP,45 EMERSON PLACE,,BROOKLYN,NY,11205,9177154003,,,614904,,C,,01,,,,,,,,,,,,,,,163,2018-03-26 10:50:09
9600,VERIZON,15 E. MONTGOMERY STREET,,PITTSBURGH,NY,15212,4126334021,,,,,C,,01,,,,,,,,,,,,,,,3,2018-03-26 11:46:54.999000
9601,URBAN STANDARD CAPITAL,,,,,,9173882300,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-26 12:20:16.999000
9602,"LEXXUS CONTRACTING & DEVELOPMENT, LLC",194 LENA AVENUE,,FREEPORT,NY,11520,,,,38247,,C,205488113,01,,,,,,,,,,,,,,,129,2018-03-26 12:43:24.999000
9603,TALISEN CONSTRUCTION CORP,213 WEST 35TH STREET,,NEW YORK,NY,10001,2122444581,2122444145,,604748,,C,270989793,01,,,,,,True,,,,,,,,,31,2020-02-27 13:52:35
9604,TORAH VODAATH,1431 41ST STREET,,BROOKLYN,NY,11218,9177764556,,,,,C,,01,,,,,,,,,,,,,,,54,2018-03-26 15:43:29
9605,UNIZO REAL ESTATE NY 1,712 5TH AVENUE,6TH FLOOR,NEW YORK,NY,10019,2125415500,,,,,C,,01,,,,,,,,,,,,,,,56,2018-03-27 14:57:30
9606,"ALLIANCE ARCHITECTURE OF MARYLAND, PC","79 WEST STREET, SUITE 200",,ANNAPOLIS,MD,21401,4106268595,,,,,C,,01,,,,,,,,,,,,,,,137,2018-03-27 16:22:24
9607,"THOR 164 5TH AVENUE, LLC","25 WEST 39TH STREET, 8TH FL",,NEW YORK,NY,10018,2125295869,,,,,C,,01,,,,,,,,,,,,,,,186,2020-01-16 09:15:37.999000
9608,THE WEBSTER APARTMENTS,419 WEST 34TH STREET,,NEW YORK,NY,10001,,,,,,C,,01,,,,,,,,,,,,,,,19,2018-03-28 10:55:41
9609,GIDICH AND SEPULVEDA ARCHITECTURE,188 FRANKLIN TURNPIKE,,HO-HO-KUS,NJ,07423,9739467357,,,,,C,,01,,,,,,,,,,,,,,,158,2019-02-25 12:15:37.999000
9610,C&A SENECA CONSTRUCTION L,1874 CLOVE RD,,STATEN ISLAND,NY,10304,,,,003697,,C,134085514,01,,,,,,,,,,,,,,,56,2018-03-28 14:56:40.999000
